      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.061       22     +    0    0    0	(N
    0:00.472      170     N    0    0    0
    0:01.619      583     N    0    0    0
    0:02.683      966     N    0    0    0
    0:03.683     1326     N    0    0    0
    0:04.733     1704     N    0    0    0
    0:05.817     2094     N    0    0    0
    0:06.975     2511     N    0    0    0
    0:07.978     2872     N    0    0    0
    0:09.031     3251     N    0    0    0
    0:10.128     3646     N    0    0    0
    0:11.156     4016     N    0    0    0
    0:12.086     4351     N    0    0    0
    0:13.053     4699     N    0    0    0
    0:14.125     5085     N    0    0    0
    0:15.147     5453     N    0    0    0
    0:16.039     5774     N    0    0    0
    0:17.092     6153     N    0    0    0
    0:18.292     6585     N    0    0    0
    0:19.383     6978     N    0    0    0
    0:20.358     7329     N    0    0    0
    0:21.472     7730     N    0    0    0
    0:22.547     8117     N    0    0    0
    0:23.475     8451     N    0    0    0
    0:24.011     8644     a    0    0    0
    0:25.131     9047     N    0    0    0
    0:26.256     9452     N    0    0    0
    0:27.303     9829     N    0    0    0
    0:28.325    10197     N    0    0    0
    0:29.381    10577     N    0    0    0
    0:30.525    10989     N    0    0    0
    0:31.622    11384     N    0    0    0
    0:32.617    11742     N    0    0    0
    0:33.664    12119     N    0    0    0
    0:34.708    12495     N    0    0    0
    0:35.758    12873     N    0    0    0
    0:36.775    13239     N    0    0    0
    0:37.803    13609     N    0    0    0
    0:38.836    13981     N    0    0    0
    0:39.903    14365     N    0    0    0
    0:40.831    14699     N    0    0    0
    0:41.808    15051     N    0    0    0
    0:42.947    15461     N    0    0    0
    0:43.986    15835     N    0    0    0
    0:44.900    16164     N    0    0    0
    0:45.894    16522     N    0    0    0
    0:46.947    16901     N    0    0    0
    0:48.028    17290     N    0    0    0
    0:49.019    17647     N    0    0    0
    0:50.039    18014     N    0    0    0
    0:51.094    18394     N    0    0    0
    0:52.147    18773     N    0    0    0
    0:53.092    19113     N    0    0    0
    0:54.200    19512     N    0    0    0
    0:55.339    19922     N    0    0    0
    0:56.425    20313     N    0    0    0
    0:57.406    20666     N    0    0    0
    0:58.406    21026     N    0    0    0
    0:59.411    21388     N    0    0    0
    1:00.478    21772     N    0    0    0
    1:01.500    22140     N    0    0    0
    1:02.494    22498     N    0    0    0
    1:03.617    22902     N    0    0    0
    1:04.606    23258     N    0    0    0
    1:05.625    23625     N    0    0    0
    1:06.761    24034     N    0    0    0
    1:07.892    24441     N    0    0    0
    1:08.867    24792     N    0    0    0
    1:09.814    25133     N    0    0    0
    1:10.878    25516     N    0    0    0
    1:11.936    25897     N    0    0    0
    1:12.931    26255     N    0    0    0
    1:13.994    26638     N    0    0    0
    1:15.078    27028     N    0    0    0
    1:16.097    27395     N    0    0    0
    1:17.000    27720     N    0    0    0
    1:18.114    28121     N    0    0    0
    1:19.242    28527     N    0    0    0
    1:20.317    28914     N    0    0    0
    1:21.381    29297     N    0    0    0
    1:22.447    29681     N    0    0    0
    1:23.472    30050     N    0    0    0
    1:24.486    30415     N    0    0    0
    1:25.497    30779     N    0    0    0
    1:26.489    31136     N    0    0    0
    1:27.517    31506     N    0    0    0
    1:28.500    31860     N    0    0    0
    1:29.514    32225     N    0    0    0
    1:30.600    32616     N    0    0    0
    1:31.672    33002     N    0    0    0
    1:32.619    33343     N    0    0    0
    1:33.633    33708     N    0    0    0
    1:34.697    34091     N    0    0    0
    1:35.781    34481     N    0    0    0
    1:36.833    34860     N    0    0    0
    1:37.864    35231     N    0    0    0
    1:38.964    35627     N    0    0    0
    1:40.022    36008     N    0    0    0
    1:40.944    36340     N    0    0    0
    1:41.964    36707     N    0    0    0
    1:43.092    37113     N    0    0    0
    1:44.178    37504     N    0    0    0
    1:45.156    37856     N    0    0    0
    1:46.147    38213     N    0    0    0
    1:47.142    38571     N    0    0    0
    1:48.231    38963     N    0    0    0
    1:49.242    39327     N    0    0    0
    1:50.242    39687     N    0    0    0
    1:51.347    40085     N    0    0    0
    1:52.389    40460     N    0    0    0
    1:53.325    40797     N    0    0    0
    1:54.419    41191     N    0    0    0
    1:55.522    41588     N    0    0    0
    1:56.511    41944     N    0    0    0
    1:57.464    42287     N    0    0    0
    1:58.536    42673     N    0    0    0
    1:59.503    43021     N    0    0    0
    2:00.533    43392     N    0    0    0
    2:01.547    43757     N    0    0    0
    2:02.536    44113     N    0    0    0
    2:03.531    44471     N    0    0    0
    2:04.442    44799     N    0    0    0
    2:05.419    45151     N    0    0    0
    2:06.531    45551     N    0    0    0
    2:07.694    45970     N    0    0    0
    2:08.703    46333     N    0    0    0
    2:09.728    46702     N    0    0    0
    2:10.781    47081     N    0    0    0
    2:11.864    47471     N    0    0    0
    2:12.892    47841     N    0    0    0
    2:13.925    48213     N    0    0    0
    2:15.025    48609     N    0    0    0
    2:16.083    48990     N    0    0    0
    2:16.997    49319     N    0    0    0
    2:18.042    49695     N    0    0    0
    2:19.183    50106     N    0    0    0
    2:20.256    50492     N    0    0    0
    2:21.231    50843     N    0    0    0
    2:22.206    51194     N    0    0    0
    2:23.178    51544     N    0    0    0
    2:24.272    51938     N    0    0    0
    2:25.281    52301     N    0    0    0
    2:26.328    52678     N    0    0    0
    2:27.450    53082     N    0    0    0
    2:28.531    53471     N    0    0    0
    2:29.586    53851     N    0    0    0
    2:30.717    54258     N    0    0    0
    2:31.839    54662     N    0    0    0
    2:32.831    55019     N    0    0    0
    2:33.881    55397     N    0    0    0
    2:34.911    55768     N    0    0    0
    2:36.069    56185     N    0    0    0
    2:37.125    56565     N    0    0    0
    2:38.158    56937     N    0    0    0
    2:39.206    57314     N    0    0    0
    2:40.242    57687     N    0    0    0
    2:41.125    58005     N    0    0    0
    2:42.167    58380     N    0    0    0
    2:43.308    58791     N    0    0    0
