      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.036       13     +    0    0    0	(N
    0:00.189       68     R    0    0    0
    0:01.025      369     R    0    0    0
    0:01.872      674     R    0    0    0
    0:02.722      980     R    0    0    0
    0:03.567     1284     R    0    0    0
    0:04.408     1587     R    0    0    0
    0:05.219     1879     R    0    0    0
    0:06.042     2175     R    0    0    0
    0:06.875     2475     R    0    0    0
    0:07.683     2766     R    0    0    0
    0:08.483     3054     R    0    0    0
    0:09.344     3364     R    0    0    0
    0:10.206     3674     R    0    0    0
    0:11.050     3978     R    0    0    0
    0:11.894     4282     R    0    0    0
    0:12.722     4580     R    0    0    0
    0:13.564     4883     R    0    0    0
    0:14.364     5171     R    0    0    0
    0:15.178     5464     R    0    0    0
    0:16.006     5762     R    0    0    0
    0:16.825     6057     R    0    0    0
    0:17.642     6351     R    0    0    0
    0:18.456     6644     R    0    0    0
    0:19.247     6929     R    0    0    0
    0:20.042     7215     R    0    0    0
    0:20.850     7506     R    0    0    0
    0:21.647     7793     R    0    0    0
    0:22.450     8082     R    0    0    0
    0:23.272     8378     R    0    0    0
    0:24.067     8664     R    0    0    0
    0:24.906     8966     R    0    0    0
    0:25.739     9266     R    0    0    0
    0:26.569     9565     R    0    0    0
    0:27.431     9875     R    0    0    0
    0:28.272    10178     R    0    0    0
    0:29.111    10480     R    0    0    0
    0:29.969    10789     R    0    0    0
    0:30.683    11046     V    0    0    0
    0:31.619    11383     R    0    0    0
    0:32.464    11687     R    0    0    0
    0:33.308    11991     R    0    0    0
    0:34.150    12294     R    0    0    0
    0:34.986    12595     R    0    0    0
    0:35.828    12898     R    0    0    0
    0:36.664    13199     R    0    0    0
    0:37.492    13497     R    0    0    0
    0:38.306    13790     R    0    0    0
    0:39.086    14071     R    0    0    0
    0:39.886    14359     R    0    0    0
    0:40.661    14638     R    0    0    0
    0:41.433    14916     R    0    0    0
    0:42.247    15209     R    0    0    0
    0:43.047    15497     R    0    0    0
    0:43.858    15789     R    0    0    0
    0:44.694    16090     R    0    0    0
    0:45.536    16393     R    0    0    0
    0:46.392    16701     R    0    0    0
    0:47.239    17006     R    0    0    0
    0:48.092    17313     R    0    0    0
    0:48.950    17622     R    0    0    0
    0:49.814    17933     R    0    0    0
    0:50.675    18243     R    0    0    0
    0:51.522    18548     R    0    0    0
    0:52.372    18854     R    0    0    0
    0:53.214    19157     R    0    0    0
    0:54.053    19459     R    0    0    0
    0:54.892    19761     R    0    0    0
    0:55.708    20055     R    0    0    0
    0:56.556    20360     R    0    0    0
    0:57.375    20655     R    0    0    0
    0:58.214    20957     R    0    0    0
    0:59.075    21267     R    0    0    0
    0:59.906    21566     R    0    0    0
    1:00.744    21868     R    0    0    0
    1:01.600    22176     R    0    0    0
    1:02.428    22474     R    0    0    0
    1:03.269    22777     R    0    0    0
    1:04.100    23076     R    0    0    0
    1:04.925    23373     R    0    0    0
    1:05.742    23667     R    0    0    0
    1:06.578    23968     R    0    0    0
    1:07.422    24272     R    0    0    0
    1:08.239    24566     R    0    0    0
    1:09.064    24863     R    0    0    0
    1:09.914    25169     R    0    0    0
    1:10.758    25473     R    0    0    0
    1:11.597    25775     R    0    0    0
    1:12.439    26078     R    0    0    0
    1:13.264    26375     R    0    0    0
    1:14.094    26674     R    0    0    0
    1:14.933    26976     R    0    0    0
    1:15.772    27278     R    0    0    0
    1:16.597    27575     R    0    0    0
    1:17.425    27873     R    0    0    0
    1:18.269    28177     R    0    0    0
    1:19.081    28469     R    0    0    0
    1:19.908    28767     R    0    0    0
    1:20.722    29060     R    0    0    0
    1:21.528    29350     R    0    0    0
    1:22.356    29648     R    0    0    0
    1:23.186    29947     R    0    0    0
    1:24.000    30240     R    0    0    0
    1:24.825    30537     R    0    0    0
    1:25.639    30830     R    0    0    0
    1:26.447    31121     R    0    0    0
    1:27.256    31412     R    0    0    0
    1:28.067    31704     R    0    0    0
    1:28.850    31986     R    0    0    0
    1:29.644    32272     R    0    0    0
    1:30.444    32560     R    0    0    0
    1:31.250    32850     R    0    0    0
    1:32.058    33141     R    0    0    0
    1:32.858    33429     R    0    0    0
    1:33.489    33656     A    0    0    0
    1:34.397    33983     R    0    0    0
    1:35.250    34290     R    0    0    0
    1:36.050    34578     R    0    0    0
    1:36.844    34864     R    0    0    0
    1:37.642    35151     R    0    0    0
    1:38.292    35385     A    0    0    0
    1:39.167    35700     R    0    0    0
    1:39.981    35993     R    0    0    0
    1:40.769    36277     R    0    0    0
    1:41.564    36563     R    0    0    0
    1:42.342    36843     R    0    0    0
    1:43.142    37131     R    0    0    0
    1:43.942    37419     R    0    0    0
    1:44.739    37706     R    0    0    0
    1:45.364    37931     A    0    0    0
    1:46.278    38260     R    0    0    0
    1:46.911    38488     V    0    0    0
    1:47.917    38850     R    0    0    0
    1:48.739    39146     R    0    0    0
    1:49.522    39428     R    0    0    0
    1:50.314    39713     R    0    0    0
    1:51.094    39994     R    0    0    0
    1:51.900    40284     R    0    0    0
    1:52.556    40520     A    0    0    0
    1:53.408    40827     R    0    0    0
    1:54.239    41126     R    0    0    0
    1:55.036    41413     R    0    0    0
    1:55.853    41707     R    0    0    0
    1:56.661    41998     R    0    0    0
    1:57.461    42286     R    0    0    0
    1:58.283    42582     R    0    0    0
    1:59.100    42876     R    0    0    0
    1:59.931    43175     R    0    0    0
